,Hospital Name,Hospital Address,City Name,Pin Code,State,Hospital Type,Contact Number
5311,PRAGATI HOSPITAL - ALWAR,"1421, VIJAY NAGAR, ALWAR, RAJASTHAN - 301001", ALWAR, 301001, RAJASTHAN, PPN, [144]7742632441
5312,DIVYA ALOK HOSPITAL PRIVATE LIMITED HOSPITAL - KOTA,"1-A-5 S.F.S, SHEELA CHOUDHARY ROAD, TALWANDI, KOTA, RAJASTHAN - 324005", KOTA, 324005, RAJASTHAN, PPN, [744]2423838
5313,SANTOKBA DURLABHJI MEMORIAL HOSPITAL & MEDICAL RESEARCH INSTITUTE - Jaipur,Bhawani Singh Marg, JAIPUR, 302015, RAJASTHAN, Other, [0141]2566251-08
5314,ASIAN SUPERSPECIALITY HOSPITAL (A UNIT OF SNR HEALTH CARE) - JAIPUR,"1152-B, JHOTWARA ROAD, NEAR PAREEK COLLEGE, CHANDPOLE, JAIPUR (Rajasthan) - 302016", JAIPUR, 302016, RAJASTHAN, PPN, [141]2281005
5315,GBH General & Memorial Cancer Hospital - Udaipur,"Near Transport Nagar, Bedwas, Airport Road, Udaipur, Rajasthan - 313001", UDAIPUR, 313001, RAJASTHAN, PPN, [294]3536000
5316,Pulse Multispeciality Hospital and Research Center - Kotputli,"OPP- R.T.M Hotel, N.H -8, Jaipur - Delhi Highway, Kotputli, Rajasthan - 303108", KOTPUTLI, 303108, RAJASTHAN, Other, [1421]9462556565
5317,AGRAWAL EYE AND SKIN HOSPITAL - KOTA,"1-C-13, SFS, SHEELA CHOUDHARY ROAD, TALWANDI, KOTA, RAJASTHAN - 324005", KOTA, 324005, RAJASTHAN, PPN, [744]2425181
5318,JINDAL ENT HOSPITAL & MEDICAL RESEARCH CENTER - SRI GANGANAGAR,"4-E-1, JAWAHAR NAGAR, MAIN ROAD, HOUSING BOARD CHOWK, JINDAL HOSPITAL, SRI GANGANAGAR, RAJASTHAN - 335001", SRI GANGANAGAR, 335001, RAJASTHAN, PPN, [154]9610012200
5319,ARAVALI HOSPITAL - Udaipur,332 - Ambamata, UDAIPUR, 313004, RAJASTHAN, Other, [0294]2431222 / 0222
5320,ARIHANT MULTISPECIALITY HOSPITAL - JODHPUR,"94, NARPAT NAGAR, NEAR N.S. GARDEN, PAL ROAD, JODHPUR , RAJASTHAN - 342008", JODHPUR, 342008, RAJASTHAN, PPN, [291]2700203
5321,LIFE CARE HOSPITAL - ABUROAD,"OPPOSITE SAI BABA MANDIR, TARTOLI ROAD, ABUROAD, SIROHI, RAJASTHAN - 307026", ABU ROAD, 307026, RAJASTHAN, PPN, [2974]9413001454
5322,SHARDA HOSPITAL - JHUNJHUNU,"B-30, MAAN NAGR, OPP ROADWAYS BUS DEPOT, JHUNJHUNU, RAJASTHAN - 333001", JHUNJHUNU, 333001, RAJASTHAN, PPN, [1592]236165
5323,PRIYUSH NEURO AND SUPER SPECIALITY HOSPITAL - JAIPUR,"2/154, SFS COLONY, MANSAROVAR, JAIPUR, RAJASTHAN - 302020", JAIPUR, 302020, RAJASTHAN, PPN, [141]7615958576
5324,JHUNJHUNU HOSPITAL - JHUNJHUNU,"NEAR PANCHADEV MANDIR, ROAD NO - 3, NEAR NEW PRIVATE BUS STAND, JHUNJHUNU, RAJASTHAN - 333001", JHUNJHUNU, 333001, RAJASTHAN, PPN, [1592]231001
5325,MALOO HOSPITAL - BHILWARA,"A-16, MAHILA ASHRAM COLLAGE KE SAMNE, VIJAY SINGH PATHIK NAGAR, BHILWARA, RAJASTHAN - 311001", BHILWARA, 311001, RAJASTHAN, PPN, [1482]257201
5326,NAHAR HOSPITAL - (Bhinmal) Jalor,"Near Kirti Stambh Temple, Gayatri Mandir Road, Bhinmal, Jalor,(Raj.) - 343029", JALORE, 343029, RAJASTHAN, PPN, [2969]220290
5327,SURYA MOTHER AND CHILD CARE JAIPUR PVT. LTD. - JAIPUR,"B-7, Sawai Ram singh road, Tonk Road, opp. SMS Hospital,C-Scheme, Jaipur-302001", JAIPUR, 302001, RAJASTHAN, PPN, [141]4333777
5328,MAYA EYE HOSPITAL - JAIPUR,94/200 MAIN VIJAY PATH MANSAROVAR, JAIPUR, 302020, RAJASTHAN, PPN, [141]2401200
5329,KABRA EYE HOSPITAL - JAIPUR,"C 59-60, JAMNA NAGAR, SODALA, JAIPUR", JAIPUR, 302006, RAJASTHAN, PPN, [141]2220929
5330,SIDDHAM ENT CENTER LLP - JAIPUR,"14-15 Brijlalpura,Heeranagar,infront of ganga jamuna petrol pump,Gopal pura bye pass", JAIPUR, 302019, RAJASTHAN, PPN, [0141]2504554
5331,ANUKRISHNA HOSPITAL - SECUNDERABAD,"H.NO:10-191/2,VASANTHAPURI COLONY, MALKAJGIRI, MALKAJGIRI (PO), SECUNDERABAD :500047", SECUNDERABAD, 500047, SECUNDERABAD, PPN," [40]040-27052659,27055055"
5332,CENTRAL REFERRAL HOSPITAL (A Constituent Unit of Sikkim Manipal University),"5TH MILE TADONG, GANGTOK, SIKKIM - 737102", GANGTOK, 737102, SIKKIM, Other, [03592]231137..
5333,KUMARAN EYE SPECIALITY CENTER - CHENNAI,"NO:67/79,CHOOLAIMEDU HIGH ROAD, CHOOLAIMEDU", CHENNAI, 600094, TAMIL NADU, PPN, [44]24839557
5334,SHRI TANISHQ NAKSHATRA HOSPITALS - CHENNAI,"170, T.H.ROAD, THIRUVOTTRIYUR", CHENNAI, 600019, TAMIL NADU, PPN," [44]25993955, 25992955, 43531223"
5335,ABHI SK HOSPITAL PVT LTD - ERODE,"153,SATHY MAIN ROAD .NALLA GOUNDEN PALAYAM,KARATTADI PALAYAM (PO),GOBICHETTIPALAYAM", ERODE, 638453, TAMIL NADU, PPN," [4285]240131 ,240132 ,240133"
5336,N.R.T HOSPITAL-THENI,"MADURAI RIOAD,", THENI, 625531, TAMIL NADU, PPN, [04546]9585592943
5337,APOLLO SPECTRA HOSPITALS (A UNIT OF APOLLO SPECIALTY HOSPITALS PVT LTD) - CHENNAI,"NO.41/42, 53/54, Sathyadev Avenue, MRC Nagar, R.A.Puram,", CHENNAI, 600028, TAMIL NADU, PPN, [44]66862000
5338,Mangalam Hospital - TRICHY,"C-105, FORT STATION ROAD, 5TH CROSS, THILLAINAGAR", TRICHY, 620018, TAMIL NADU, PPN, [0431]4345646
5339,MUTHU HOSPITAL ENTERPRISES PVT LTD - CHENNAI,"NO : 105,PULIANTHOPE HIGH ROAD, PULIANTHOP", CHENNAI, 600012, TAMIL NADU, PPN, [44]43599416/43599417
5340,WEST MADRAS MEDICAL CENTRE - CHENNAI,"W-98, SECOND AVENUE, ANNA NAGAR, NEAR ANNA NAGAR ROUNDTANA, OPP. NALLI", CHENNAI, 600040, TAMIL NADU, PPN," [44]26215698, 26204448, 26202120"
5341,ANDAL HOSPITAL - HOSUR,"NO. 60-A, TANK STREET", HOSUR, 635109, TAMIL NADU, PPN, [4344]243745
5342,VEL HOSPITAL - PALANI,"NO 11 VEL NAGAR, GOUNDER ITTERY ROAD", PALANI, 624601, TAMIL NADU, PPN, [4545]245451
5343,"AMRIT HOSPITAL (AMRIT MEDICARE PVT, LTD) - CHENNAI","NEW NO: 310, OLD NO: 362, MINT STREET, SOWCARPET, OPPOSITE JAIN TEMPLE", CHENNAI, 600079, TAMIL NADU, PPN," [44]25295135, 25296786, 25290867"
5344,APOLLO SPECIALITY HOSPITALS - TRICHY,"CHENNAI BYEPASS ROAD, NEAR OLD PAAL PANNAI, ARIYAMANGALAM", TRICHY, 620010, TAMIL NADU, Other, [0431]3307777
5345,RAM POLY CLINIC - COIMBATORE,"NO.146/2A, NEW SCHEME ROAD, POLLACHI", COIMBATORE, 642002, TAMIL NADU, PPN, [4259]229898 - 229919
5346,BM HOSPITAL - Chennai,"NO: 36, 5TH MAIN ROAD, THILLAI GANGA NAGAR, NANGANALLUR.", CHENNAI, 600061, TAMIL NADU, Other," [044]22671182 , 22672182 , 22670277 , 22670884 , 22670886"
5347,LOTUS EYE HOSPITAL & INSTITUTE LIMITED -METTUPALAYAM,"NO.28,COIMBATORE MAIN ROAD, OPP.BUS STAND", METTUPALAYAM, 641301, TAMIL NADU, PPN, ['04254]223223
5348,BE WELL HOSPITALS -KILPAUK,"No.15, Bank Street, Kilpauk", CHENNAI, 600010, TAMIL NADU, PPN, [0]0
5349,LOTUS EYE HOSPITAL & INSTITUTE LIMITED-R.S.PURAM,"155B,EAST PERIYASAMY ROAD,NEAR CHINTHAMANI, NORTH COIMBATORE,R.S.PURAM", COIMBATORE, 641002, TAMIL NADU, PPN, ['0422]4229900
5350,AMMA HOSPITAL - CHENNAI,NO.1 SOWRASTRA NAGAR 7 TH STREET CHOOLAIMEDU CHENNAI - 94, CHENNAI, 600094, TAMIL NADU, PPN, [44]04424840441
5351,PATERSON CANCER CENTER - CHENNAI,"175, N.S.K. SALAI, VADAPALANI,", CHENNAI, 600026, TAMIL NADU, PPN, [044]24724232
5352,JAAIDEV HOSPITAL - SALEM,7TH MILE CHIINNA GOUNDAPURAM, SALEM, 636106, TAMIL NADU, PPN, [427]2770000
5353,KAUVERY HOSPITAL (A UNIT OF SRI KAVERY MEDICAL CARE (TRICHY) LTD-CHENNAI,"NO,199 LUZ CHURCH ROAD, MYLAPORE", CHENNAI, 600004, TAMIL NADU, PPN, [044]40006000
5354,ABIRAMI MATERNITY CENTRE,"27/33 NARASHIMMA PURAM SOUTH , KARUR .", KARUR, 639001, TAMIL NADU, PPN," [4324]04324 -261997 , 261165"
5355,BE WELL HOSPITALS -POONAMALLE,"NO 186, TRUNK ROAD,", KANCHIPURAM, 600056, TAMIL NADU, PPN, [0]0
5356,VENKATAESWARA HOSPITALS-NANDANAM,"121-A NEW NO-36A, CHAMIERS ROAD", CHENNAI, 600035, TAMIL NADU, PPN, [44]45111111 / 45114511 / 24340113 / 0114
5357,KIDS CLINIC INDIA PVT. LTD - Chennai,"""CLOUDNINE"" # 54, VIJAYARAGHAVA ROAD, T. NAGAR CHENNAI", CHENNAI, 600017, TAMIL NADU, Other, [44]66039800
5358,LIFE CARE HOSPITAL - CHENNAI,"OLD NO.29, NEW NO77, ADITHANAR SALAI (HARRIS ROAD) OPP TO PUDUPET (INDIAN BANK)", CHENNAI, 600002, TAMIL NADU, PPN," [,044]4264-1671"
5359,NALAM HOSPITAL-THENI,"63/2, LAKE ROAD, SRIRAM NAGAR", THENI, 625531, TAMIL NADU, PPN, [04546]253777
5360,ABHIMAN KIDNEY CENTRE-MADURAI,"10E,BB ROAD, BALARENGAPURAM, MUNICHALAI,OPPOSITE TO OLD NADANA THEATRE", MADURAI, 625009, TAMIL NADU, PPN, [0452]4373654
5361,TAGORE MEDICAL COLLEGE AND HOSPITAL-CHENNAI,"RATHINAMANGALAM , MELAKOTTAIYUR POST", CHENNAI, 600127, TAMIL NADU, PPN, [044]30101111
5362,NTC HOSPITALS & NTC INSTITUTE OF MEDICAL SCIENCES(NIMS)-MADURAI,"187 THATHANERI MAIN ROAD, VAITHIYANATHAPURAM", MADURAI, 625018, TAMIL NADU, PPN, [0452]2660064
5363,HARIHARAN DIABETES AND HEART CARE HOSPITALS PRIVATE LTD - CHENNAI,NO 24 & 26 29TH STREET NANGANALLUR, CHENNAI, 600061, TAMIL NADU, PPN, [44]22247720/21/22/23
5364,"NEPHROPLUS DIALYSIS CENTER- KILPAUK, CHENNAI","AYSHA HOSPITAL,HUSAAIN COMPLEX,#91A, MILLERS ROAD KILPAUK", CHENNAI, 600010, TAMIL NADU, PPN, [044]42641646
5365,ARAVIND EYE HOSPITAL - UDUMALPET,"112, DHALI ROAD", UDAMALPET, 642126, TAMIL NADU, PPN, [04252]260400
5366,BE WELL HOSPITALS -Pudukottai,"No.5371 / 5, Alangudi road", PUDUKKOTTAI, 622001, TAMIL NADU, PPN, [0]0
5367,APOLLO WOMANS HOSPITAL CRADLE - CHENNAI,16 SHAFEE MOHAMEED ROAD, CHENNAI, 600006, TAMIL NADU, Other, [44]28296282
5368,DR. AGARWAL'S EYE HOSPITALS - CHENNAI,"NO - 105+106, RAJ TOWERS, NOLUMBER MAIN ROAD, MOGAPPAIR", CHENNAI, 600037, TAMIL NADU, Other, [44]9940873777
5369,HARIHARAN DIABETES AND HEART CARE HOSPITALS PRIVATE LTD - CHENNAI,NO 24 & 26 29TH STREET NANGANALLUR, CHENNAI, 600061, TAMIL NADU, PPN, [44]22247720/21/22/23
5370,"NEPHROPLUS DIALYSIS CENTER- KILPAUK, CHENNAI","AYSHA HOSPITAL,HUSAAIN COMPLEX,#91A, MILLERS ROAD KILPAUK", CHENNAI, 600010, TAMIL NADU, PPN, [044]42641646
5371,ARAVIND EYE HOSPITAL - UDUMALPET,"112, DHALI ROAD", UDAMALPET, 642126, TAMIL NADU, PPN, [04252]260400
5372,BE WELL HOSPITALS -Pudukottai,"No.5371 / 5, Alangudi road", PUDUKKOTTAI, 622001, TAMIL NADU, PPN, [0]0
5373,APOLLO WOMANS HOSPITAL CRADLE - CHENNAI,16 SHAFEE MOHAMEED ROAD, CHENNAI, 600006, TAMIL NADU, Other, [44]28296282
5374,DR. AGARWAL'S EYE HOSPITALS - CHENNAI,"NO - 105+106, RAJ TOWERS, NOLUMBER MAIN ROAD, MOGAPPAIR", CHENNAI, 600037, TAMIL NADU, Other, [44]9940873777
5375,EYE TRUST HOSPITAL - COIMBATORE,"80,VALLUVAR STREET, SIVANANDA COLONY", COIMBATORE, 641012, TAMIL NADU, PPN, [422]4366927
5376,SBJ HEALTH CENTRE PVT LTD-SIVAKASI,"NO:52-A, A.S.K.THANGAIYAH NADAR ROAD,", SIVAKASI, 626189, TAMIL NADU, PPN, [04562]274961/274965
5377,NEPHROPLUS DIALYSIS CENTER-Neyveli,"Nayeveli Lignite corporation hospital,c/o:Neyveli lignite corporation ltd,nayveli,Tamil Nadu", NEYVELI, 607801, TAMIL NADU, PPN, []9487704208
5378,APOLLO SPECIALTY HOSPITAL - CHENNAI,NO 64 VANAGARAM TO AMBATUR MAIN ROD, CHENNAI, 600095, TAMIL NADU, Other, [44]26537005
5379,CHILD JESUS HOSPITAL,"BHARATHIDASAN SALAI, CANTONMENT", TRICHY, 620001, TAMIL NADU, Other, [0431]2415816/2410816
5380,BASKAR HOSPITAL-MADURAI,"307, 6TH MAIN ROAD, GOMATHIPURAM", MADURAI, 625020, TAMIL NADU, PPN, [452]2587676
5381,JEYAM MULTISPECILATY HOSPITAL - TRICHY,"NO.7, TAJ MAHAL SALAI, ANNAMALAI NAGAR, KARUR BYE PASS ROAD,", TRICHY, 620018, TAMIL NADU, PPN," [431]6549654, 4021654"
5382,GURU HOSPITAL - MADURAI,"4/120F,PANDYKOVILRING ROAD,", MADURAI, 625107, TAMIL NADU, PPN, [0452]2094647
5383,"ORTHO-ONE ORTHOPAEDIC SPECIALITY CENTRE (A UNIT OF SARC (P) LTD.,)","657, TRICHY ROAD, SINGANALLUR,", COIMBATORE, 641005, TAMIL NADU, Other," [+91 0422]4055100,4055155"
5384,NEPHROPLUS DIALYSIS CENTER - CHENNAI,"SUDHA HOSPITAL,SH10,VADALUR", CHENNAI, 607303, TAMIL NADU, PPN, [414]22593859
5385,DHINESH NURSING HOME - VELLORE,BAGAYAM (ARNI ROAD)EDAYANSATHU VELLORE-2, VELLORE, 632002, TAMIL NADU, Other, []9600435667
5386,UNIVERSAL CANCER HOSPITAL LIMITED - SALEM,"370, JARI KONDALAMPATTY, NEAR KONDALAMPATTY ROUNDANA,SALEM", SALEM, 636010, TAMIL NADU, PPN, [427]04272273477
5387,LOTUS EYE HOSPITAL & INSTITUTE LIMITED-SALEM,"86,BRINDHAVAN ROAD,FAIRLANDS", SALEM, 636004, TAMIL NADU, PPN, ['0427]4219900
5388,SANTHI HOSPITAL - HOSUR,"Santhi Hospital Back side to SBI Bank,LAL, Sipcot", HOSUR, 635126, TAMIL NADU, PPN, [4344]276894
5389,LOTUS EYE HOSPITAL & INSTITUTE LIMITED-TIRUPUR,"NO.5(2),GAJALAKSHMI THEATRE ROAD(BACKSIDE), NEAR VALARMATHI BUS STOP", TIRUPUR, 641601, TAMIL NADU, PPN, ['0421]4346060
5390,ASIRVATHAM SPECIALITY HOSPITAL - MADURAI,"22, RAJAJI STREET,", MADURAI, 625020, TAMIL NADU, PPN," [452]2529177, 9092482484"
5391,KM SPECIALITY HOSPITAL - CHENNAI,"no 453/454 Rk shanmugam road, kk nagar chennai 78", CHENNAI, 600078, TAMIL NADU, PPN, [44]04443530999
5392, VASAN EYE CARE HOSPITAL ( A UNIT OF VASAN HEALTH CARE PVT LTD) - COONOOR,"75/75-1, MOUNT ROAD", COONOOR, 643102, TAMIL NADU, PPN, [423]2225230
5393,APOLLO SPECILTY HOSPITALS - OMR PERUNGUDI - CHENNAI,"5/639 OMR PERUNGUDI,OLD MAHABALIPURAM ROAD,ABOVE CTS PERUNGUDI", CHENNAI, 600096, TAMIL NADU, Other, [044]33221111
5394,SUBHA ANANDHAM MEDICAL CENTRE - CUDDALORE,"11A/3, HOSPITAL ROAD, CUDDALORE", CUDDALORE, 607001, TAMIL NADU, PPN, [4142]04142222092
5395,LATHA EYE HOSPITAL - NAMAKKAL,"63A THURAIYUR ROAD, NAMAKKAL", NAMAKKAL, 637001, TAMIL NADU, PPN, [4286]09894422229
5396,ARAVIND EYE HOSPITAL-MADURAI,"NO-1, ANNANAGER", MADURAI, 625002, TAMIL NADU, PPN, [0427]4356100
5397,BONE AND JOINT HOSPITAL - TIRUCHIRAPALLI,"103 A, Salai Road, Woraiyur, Trichy - 620003.", TRICHY, 620003, TAMIL NADU, Other, [431]2761356
5398,MK NURSING HOME - CHENNAI,"OLD NO-46, NEW NO-24 RATHNA SABAPATHY ROAD", CHENNAI, 600021, TAMIL NADU, Other, [044]25953930
5399,JAISEE HOSPITAL PVT LTD - MADURAI,"NO:38, THIRUVALLUVAR STREET,S.S.COLONY,OPP TO BHUVANESHWARI AMMAN TEMPLE", MADURAI, 625010, TAMIL NADU, PPN, [452]4200067
5400,BE WELL HOSPITALS -Sivakasi,"No.374 A, Jawaharlal Nehru road, Parashakthi Colony", SIVAKASI, 626123, TAMIL NADU, PPN, [0]0
5401,PRIYA NURSING HOME - CHENNAI,"NO-82, KAPPAL POLU STREET, OLD WASHERMANPER", CHENNAI, 600021, TAMIL NADU, PPN, [044]25951878
5402,ST. THOMAS HOSPITAL - Chennai,"Defence Colony Road, St. Thomas Mount", CHENNAI, 600016, TAMIL NADU, Other, [044]22314133 / 22535005
5403,G. KUPPUSWAMY NAIDU MEMORIAL HOSPITAL - Coimbatore,"Nethaji Road, Pappanaickenpalayam", COIMBATORE, 641037, TAMIL NADU, Other, [0422]2243501 - 507 / 2211000/ 4305676( Ins Dept )
5404,"VASAN EYE CARE HOSPITAL - AVK NAGAR,SALEM","No-60/1-60/8, Advitha Ashram Road, Opp. New Bus Stand, Salem", SALEM, 636004, TAMIL NADU, PPN, [0427]2334437/38
5405,V G HOSPITAL - Coimbatore,"M. T. P. Road, Thudiyalur", COIMBATORE, 641034, TAMIL NADU, Other, [0422]2642071 / 2642772
5406,SOUNDARAPANDIAN BONE & JOINT HOSPITAL & RESEARCH INTITUTE PVT. LTD - Chennai,"Aa 16, 3rd Main Road, Annanagar", CHENNAI, 600040, TAMIL NADU, PPN," [044]43407363, 4206667"
5407,DR. RABINDRANS HEALTH CARE CENTRE PVT. LTD. - Chennai,"No. 212, Mth Road, Ambattur, near O. T Bustand", CHENNAI, 600053, TAMIL NADU, Other, [044]26574242/65474242/65482727
5408,MADURAI KIDNEY CENTRE AND TRANSPLANTATION RESEARCH INSTITUTE - Madurai,"6 / 6 - B - 2, Sivagangai Road, K. K. Nagar", MADURAI, 625020, TAMIL NADU, Other, [0452]2584566 / 397
5409,KAUVERY HOSPITAL - Tiruchirapalli,"No. 1, K. C. Road, Tennur", TRICHY, 620017, TAMIL NADU, PPN, [0431]2742300
5410,KKR ENT HOSPITAL AND RESEARCH INSTITUTE (P) LTD. - Chennai,"274, Poonamallee High Road, Kilpauk near kalpank medical college", CHENNAI, 600010, TAMIL NADU, Other, [044]42601021/26411444
5411,KOVAI MEDICAL CENTER AND HOSPITAL LTD. - Coimbatore,Avanashi Road, COIMBATORE, 641014, TAMIL NADU, Other, [0422]4323141(Ins.help.desk.) /4323800 / 4323801
5412,MEENAKSHI MISSION HOSPITAL AND RESEARCH CENTRE (RUN BY S. R. TRUST) - Madurai,"LAKE AREA, MELUR ROAD NEAR MADURAI INTEGRATED BUS sTAND", MADURAI, 625107, TAMIL NADU, Other, [0452]4263000/2588741
5413,HANDE HOSPITAL - Chennai,"45, Lakshmi Talkies Road, Shenoy Nagar 1 km form pachaiyappa college", ALAGAPPAPURAM, 600030, TAMIL NADU, PPN, [044]30584002/03/09
5414,KTVR GROUP HOSPITAL - Coimbatore,"Narayanaguru Road, Saibaba Colony", COIMBATORE, 641011, TAMIL NADU, Other, [0422]2445451 / 5311
5415,K. G. HOSPITAL - Coimbatore,"No. 5, Arts College Road", COIMBATORE, 641018, TAMIL NADU, Other, [0422]2212121 / 29
5416,QUALITY CARE HOSPITAL - Madurai,"32, Sarvodaya Main Road, Ellis Nagar", MADURAI, 625010, TAMIL NADU, Other, [0452]2600828 / 29
5417,ASWENE SOUNDRA HOSPITAL AND RESEARCH CENTRE - Chennai,"24, Kasturi Rangan Road, Teynampet", CHENNAI, 600018, TAMIL NADU, Other, [044]24990525 / 780
5418,"CHRISTIAN MEDICAL COLLEGE, VELLORE - VELLORE","IDA SCUDDER ROAD,", VELLORE, 632004, TAMIL NADU, Other, [0416]2282593/09442412610(Mr.Victor)
5419,DR.AGARWAL'S EYE HOSPITAL LTD. - Chennai,"No.222,TTK Road, Alwarpet Chennai - 600018", CHENNAI, 600086, TAMIL NADU, Other, [044]39916600 28112811
5420,NARAYANAA HOSPITAL - CHENNAI,"NO.18, TANA STREET, PURASAWALKAM, C.S.I CHURCH, PURASAWALKAM", CHENNAI, 600007, TAMIL NADU, PPN, [044]26650899
5421,RICHMOND HOSPITALS PVT. LTD. - Coimbatore,"1287, Trichy Road", COIMBATORE, 641018, TAMIL NADU, Other, [0422]2303630 / 03 / 60 / 5391414 / 1313
5422,S. T. HOSPITAL - Kumbakonam,"79 / 43, Nageswaran North Street", KUMBAKONAM, 612001, TAMIL NADU, Other, [0435]2430839 / 1639
5423,SANKARA NETHRALAYA (A UNIT OF MEDICAL RESEARCH FOUNDATION) - Chennai,"18, College Road,", CHENNAI, 600006, TAMIL NADU, Other, [044]28271616 / 9435
5424,SOORIYA HOSPITAL - Chennai,"No. 1, Arunachalam Road, Saligramam", CHENNAI, 600093, TAMIL NADU, Other, [044]23761750 - 6 Lines (Ext - 234)
5425,ST. ISABELS HOSPITAL - Chennai,"# 49, Oliver Road, Mylapore", CHENNAI, 600004, TAMIL NADU, Other, [044]24991081 / 82 / 83
5426,NANKEM HOSPITAL - Coonoor,"Balaji Nagar, Near Ywca", COONOOR, 643101, TAMIL NADU, PPN, [0423]2231550
5427,SRI RAMACHANDRA MEDICAL CENTRE - CHENNAI,"No. 1, Ramachandra Nagar, Porur", CHENNAI, 600116, TAMIL NADU, PPN, [044]24768027 / 28 / 29 / 31 /45928500
5428,SKS HOSPITAL - Salem,Alagapuram, SALEM, 636004, TAMIL NADU, Other, [0427]2331355 / 66
5429,RASI HOSPITAL - Coimbatore,"558, D. B. Road, R. S. Puram, Near Signal", COIMBATORE, 641002, TAMIL NADU, Other, [0422]2540118 / 5120
5430,LALITHAA HOSPITAL - Coimbatore,"828 A, Cross Cut Road, Gandhipuram", COIMBATORE, 641012, TAMIL NADU, Other, [0422]2499533 / 698
5431,RG STONE UROLOGY & LAPROSCOPY HOSPITAL - Chennai,"391 / 392, Anna Salai, Saidapet", CHENNAI, 600015, TAMIL NADU, Other, [040]43993600
5432,APPASAMY HOSPITALS - Chennai,"23, Friends Avenue, Arumbakkam", CHENNAI, 600106, TAMIL NADU, PPN, [044]32913091 / 32923092 / 32933093
5433,CSI KALYANI GENERAL HOSPITAL-CHENNAI,"NO: 15, RADHA KRISHNAN SALAI, MYLAPORE", CHENNAI, 600004, TAMIL NADU, PPN, [044]28475101
5434,ARAVIND EYE HOSPITAL-TIRUNELVELI,"S N HIGH ROAD, TIRUNELVELI JUNCTION, CORPORATION", TIRUNELVELI, 627001, TAMIL NADU, PPN, [0462]4356100
5435,TMS EYE HOSPITAL - Salem,"51, Lrn Colony, Sarada College Road", SALEM, 636007, TAMIL NADU, Other, [0427]5501717 / 2316955
5436,DEEPAM HOSPITAL ( P ) LTD - Chennai,"No. 327, Muthurangam Road", CHENNAI, 600045, TAMIL NADU, PPN, [044]43970220 / 43970200 / 22261317 / 22265248
5437,BALAJI HOSPITALS (P) LTD. - Chennai,"1, Lawyer Jaganathan Street, Guindy", CHENNAI, 600032, TAMIL NADU, Other, [044]22342402 / 5282
5438,RAJU HOSPITALS PVT. LTD. - Chennai,"43, South Usman Road, T. Nagar", CHENNAI, 600017, TAMIL NADU, Other, [044]24341901 / 24342894
5439,PRIME INDIAN HOSPITALS PRIVATE LIMITED - Chennai,"1051, Poonamallee High Road, Arumbakkam", CHENNAI, 600106, TAMIL NADU, PPN, [044]23636092
5440,SAKTHI HOSPITAL AND RESEARCH CENTRE - Chennai,"175, Big Street, Triplicane", CHENNAI, 600005, TAMIL NADU, Other, [044]28442626 / 42157484 / 42157529
5441,"VASAN EYE CARE HOSPITAL - Saidapet,Chennai","No: 383, Anna Salai, Saidapet,", CHENNAI, 600015, TAMIL NADU, PPN, [044]434003100
5442,PSG HOSPITALS - Coimbatore,"AVANASHI ROAD, PEELAMEDU", COIMBATORE, 641004, TAMIL NADU, Other, [0422]2598822
5443,JEGANATH HOSPITAL - Dindigul,"10, New Agraharam, Palani Road", DINDIGUL, 624001, TAMIL NADU, Other, [0451]2432757 / 2432866 / 2432877
5444,KHM HOSPITAL - Chennai,"Ab - 14, 6th Main Road, Annanagar", CHENNAI, 600040, TAMIL NADU, PPN, [044]26212218 / 844
5445,APOLLO SPECIALITY HOSPITALS - Madurai,"20, Lake View Road, K. K. Nagar", MADURAI, 625020, TAMIL NADU, Other, [0452]2580892/2581148
5446,DSK HOSPITAL - Tirupur,"No: 19, Kadhir Nagar, Kangeyam Main Road", TIRUPUR, 641604, TAMIL NADU, PPN, [0421]2421350 / 2011
5447,TRINITY ACUTE CARE HOSPITAL - Chennai,"No. 33, Desikan Road, Mylapore", CHENNAI, 600004, TAMIL NADU, Other, [044]24990880 / 1480
5448,SHANMUGA HOSPITALS AND SALEM CANCER INSTITUTE - Salem,"24, Sarada College Road", SALEM, 636007, TAMIL NADU, Other, [0427]2315293 / 2319469
5449,KONGUNAD HOSPITALS PRIVATE LIMITED - Coimbatore,"116, 117 , 11th Street, Opp. To Power House, Tatabad", COIMBATORE, 641012, TAMIL NADU, PPN, [0422]2494363 / 73
5450,SHRI BALAJI HOSPITAL - CHENNAI,"No-36, Brickkiln Road", CHENNAI, 600012, TAMIL NADU, PPN, [044]2662211/311/611
5451,RAMS MULTI SPECALITY CENTRE- TIRUPUR,"82, MURUNGAPALAYAM MAIN ROAD KUMAR NAGAR TIRUPUR", TIRUPUR, 641603, TAMIL NADU, PPN, [0421]2200456
5452,ROHINI HOSPITAL - Thanjavur,"3279 - 3281 / 1 Arulananda Nagar Extn., Pudukkotal Road", THANJAVUR, 613007, TAMIL NADU, Other, [04362]279312
5453,HINDU MISSION HOSPITAL - Chennai,"103, G S T Road, Tambaram West", CHENNAI, 600045, TAMIL NADU, PPN, [044]22262244
5454,GKM HOSPITAL PVT. LTD. - Chennai,"120/113, Perambur Barracks Rd, Purasawalkam", CHENNAI, 600007, TAMIL NADU, Other, [044]43903333/25324828
